"Gene","lb","log.FC.mle","ub","ce","Z","cZ","pvalue","p.adjust"
"RP11-275O4.3",1.4093904280112,3.00422696497124,3.523476070028,1.4093904280112,4.01702928933703,2.93006849140197,5.89364013791742e-05,0.00338887299625752
"CENPI",2.78169163423263,3.523476070028,4.15399284045404,2.78169163423263,4.01611386378087,2.92949224986535,5.91656781513226e-05,0.00339516279547579
"RP11-63P12.6",3.30094073928938,4.19108206224383,4.78450961088012,3.30094073928938,4.01393069240965,2.92692923225036,5.97158874992692e-05,0.00342326764795912
"SLC31A2",2.8187808560224,3.70892217897683,4.26526050582337,2.8187808560224,4.01131043788277,2.9244178459027,6.03826494495785e-05,0.00345101160396088
"METTL1",0.815962879374904,2.00281797664749,2.8187808560224,0.815962879374904,4.00962403523024,2.92283461273963,6.08155010379596e-05,0.0034686070234555
"SLC9A9",0.853052101164671,1.81737186769865,3.82018984434613,0.853052101164671,4.00961254633515,2.92283461273963,6.08184599611981e-05,0.0034686070234555
"CD82",3.74601140076659,4.52488505835175,5.0441341634085,3.74601140076659,4.00915890441091,2.92283461273963,6.09354028027777e-05,0.0034686070234555
"EMP2",3.59765451360754,4.41361739298242,4.85868805445967,3.59765451360754,4.00915858660236,2.92283461273963,6.09354848041635e-05,0.0034686070234555
"FOLH1",3.85727906613592,4.59906350193129,5.15540182877779,3.85727906613592,4.00680324989741,2.92004158164005,6.15460901641974e-05,0.00349984684208817
"GLUD1",0.667605992215829,1.4093904280112,2.48497785991448,0.667605992215829,4.0050784177477,2.91807937182987,6.19969109229522e-05,0.00352194688149867
"ARID5B",0.853052101164671,1.74319342411911,3.30094073928938,0.853052101164671,4.00196465113982,2.91428394687021,6.28186854499195e-05,0.00356505481614484
"PLIN5",2.37371019454518,3.26385151749961,3.85727906613592,2.37371019454518,4.00130447757287,2.91372540835739,6.29942360614822e-05,0.00357143898103126
"RP11-15H20.7",0.593427548636292,2.15117486380656,2.96713774318147,0.593427548636292,4.0002279612554,2.9126171485696,6.32814952644265e-05,0.0035841373287866
"NAT8L",1.59483653696004,2.59624552528378,3.30094073928938,1.59483653696004,3.99931254384775,2.91172118915195,6.35267416983831e-05,0.00359443316314988
"RPL5P11",1.03849821011351,2.1140856420168,2.9300485213917,1.03849821011351,3.99766492639135,2.90985846118615,6.3970417933717e-05,0.00361592468156674
"RP11-293M10.4",0.593427548636292,0.853052101164671,2.85587007781216,0.593427548636292,3.9952156240442,2.90693672995861,6.4635399113166e-05,0.00364987012459771
"AKR1C3",3.63474373539729,4.30234972761313,4.82159883266988,3.63474373539729,3.99421527276044,2.90592757349931,6.49088700341031e-05,0.00366166193325851
"CTD-2571L23.6",1.96572875485772,3.00422696497124,3.63474373539729,1.96572875485772,3.99334595730808,2.90509115364949,6.51474080425367e-05,0.00367146158876935
"VN2R19P",1.37230120622143,2.55915630349402,3.26385151749961,1.37230120622143,3.99254175418878,2.90477080071357,6.53688179757374e-05,0.00367522121671103
"GRAMD2",1.55774731517027,2.52206708170425,3.26385151749961,1.55774731517027,3.99244780489408,2.90477080071357,6.53947301230795e-05,0.00367522121671103
"TMPRSS11E",0.593427548636292,0.815962879374904,2.59624552528378,0.593427548636292,3.99239684688761,2.90477080071357,6.54087889128273e-05,0.00367522121671103
"GLUD2",1.44647964980096,2.78169163423263,3.523476070028,1.44647964980096,3.99152185474994,2.90392583985758,6.56506369478093e-05,0.00368515438597624
"AC016831.7",1.18685509727259,6.86150603110713,7.19530902721505,1.18685509727259,3.99052669776257,2.90304380326341,6.59267271567955e-05,0.00369554944270737
"GPRC5A",2.8187808560224,3.93145750971546,4.59906350193129,2.8187808560224,3.99038430683869,2.90304380326341,6.59663209607887e-05,0.00369554944270737
"TMSB4Y",0.593427548636292,0.815962879374904,2.9300485213917,0.593427548636292,3.98841959758727,2.90075889218316,6.65149386963853e-05,0.0037226018753813
"FGL1",2.29953175096563,3.15258385213031,3.82018984434613,2.29953175096563,3.98661582051144,2.89922976085374,6.7022417694567e-05,0.00374080659566981
"RP11-355B11.2",1.29812276264189,2.41079941633494,3.07840540855077,1.29812276264189,3.98569133433193,2.89839202338039,6.72839328890019e-05,0.00375081436118829
"SLC25A45",0.519249105056755,0.741784435795367,2.52206708170425,0.519249105056755,3.98525028072029,2.89811797959151,6.74090364277688e-05,0.00375409341710518
"C21orf49",3.63474373539729,4.37652817119267,4.89577727624942,3.63474373539729,3.98425474919034,2.89711128302843,6.76922255733932e-05,0.00376616136741243
"RP11-57A19.2",0.593427548636292,1.63192575874981,2.37371019454518,0.593427548636292,3.98359729902799,2.89655088020354,6.787986081498e-05,0.00377289456019514
"RP1-223B1.1",1.00140898832375,2.29953175096563,3.07840540855077,1.00140898832375,3.98299562663807,2.89606389256575,6.80520083532117e-05,0.00377875455795021
"KLF15",1.70610420232934,2.48497785991448,3.15258385213031,1.70610420232934,3.98220204545648,2.89532313745608,6.82796957029531e-05,0.00378768404037597
"IL4R",2.74460241244285,3.74601140076659,4.33943894940288,2.74460241244285,3.97988002023468,2.89315375627911,6.8950058084345e-05,0.00381394541552406
"AC069363.1",0.593427548636292,2.26244252917587,2.85587007781216,0.593427548636292,3.97986256682759,2.89315375627911,6.89551203343449e-05,0.00381394541552406
"XKRX",0.927230544744209,2.55915630349402,3.26385151749961,0.927230544744209,3.97847125235302,2.89195571449301,6.93597955140953e-05,0.00382851908292048
"FAM216B",0.556338326846525,2.03990719843726,2.70751319065309,0.556338326846525,3.9784696447199,2.89195571449301,6.93602644043009e-05,0.00382851908292048
"RP11-932O9.7",1.78028264590888,2.67042396886332,3.26385151749961,1.78028264590888,3.97826013311274,2.89195571449301,6.94213972626034e-05,0.00382851908292048
"RP11-460N20.4",1.22394431906236,2.18826408559633,2.9300485213917,1.22394431906236,3.97657744160812,2.89028463778762,6.99142376906195e-05,0.00384893153271062
"ENTPD1",1.14976587548282,3.18967307392008,3.82018984434613,1.14976587548282,3.97595584927291,2.88982808909001,7.00971305320171e-05,0.00385452551366252
"ANGPTL4",2.8187808560224,3.67183295718708,4.22817128403359,2.8187808560224,3.97495782372987,2.88881454106144,7.03917294648258e-05,0.00386697068227819
"CDCA8",2.18826408559633,3.07840540855077,3.63474373539729,2.18826408559633,3.97302543661174,2.88669447938211,7.0965467470471e-05,0.00389312063617338
"RP5-1057J7.7",0.556338326846525,2.03990719843726,2.70751319065309,0.556338326846525,3.97289209751575,2.88669447938211,7.10052194139464e-05,0.00389312063617338
"RP11-461L13.3",1.26103354085212,2.41079941633494,3.15258385213031,1.26103354085212,3.97131259918171,2.88491152219875,7.14777155149702e-05,0.0039152368001324
